It took 15.920997619628906 seconds to calculate the Mandelbrot graph.
It took 0.20399999618530273 seconds to dump the image.
         2697341 function calls (2670085 primitive calls) in 17.469 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 artist.py:66(_finalize_rasterization)
       36    0.000    0.000    0.000    0.000 markers.py:288(get_marker)
        1    0.000    0.000    0.000    0.000 backend_managers.py:33(ToolManager)
        5    0.000    0.000    0.000    0.000 inspect.py:1192(formatannotation)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:343(PngStream)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        2    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 core.py:2295(Keyword)
        2    0.000    0.000    0.000    0.000 core.py:3310(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        4    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        1    0.000    0.000    0.000    0.000 __init__.py:628(bubble)
        8    0.000    0.000    0.000    0.000 core.py:4665(stopOn)
       36    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1255(__init__)
        5    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:471(buffer_rgba)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 re.py:315(filter)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
       32    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:1161(LockableBbox)
        1    0.000    0.000    0.000    0.000 _enums.py:179(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:270(__set_name__)
        1    0.000    0.000    0.000    0.000 figure.py:1552(_process_projection_requirements)
        2    0.000    0.000    0.000    0.000 axis.py:2239(get_minpos)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 util.py:104(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1935(SubFigure)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 axis3d.py:519(XAxis)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 gzip.py:115(GzipFile)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1056(TimerBase)
       24    0.000    0.000    0.000    0.000 dviread.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:529(Ticker)
        1    0.000    0.000    0.000    0.000 polar.py:706(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 axis3d.py:526(YAxis)
       45    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:1682(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 __init__.py:820(__contains__)
       36    0.000    0.000    0.000    0.000 backend_bases.py:639(flipy)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:571(DrawingArea)
        1    0.000    0.000    0.000    0.000 legend_handler.py:548(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:3006(<genexpr>)
        4    0.000    0.000    0.000    0.000 axis.py:1869(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:1162(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 rcsetup.py:395(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
       12    0.000    0.000    0.000    0.000 rcsetup.py:377(validate_fontweight)
       17    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
        4    0.000    0.000    0.000    0.000 spines.py:585(__len__)
        1    0.000    0.000    0.000    0.000 axis3d.py:533(ZAxis)
        1    0.000    0.000    0.000    0.000 backend_qt.py:208(<dictcomp>)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1779(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
       11    0.000    0.000    0.000    0.000 typing.py:547(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:685(__mro_entries__)
        3    0.000    0.000    0.000    0.000 Image.py:497(__init__)
        7    0.000    0.000    0.000    0.000 Image.py:3142(register_save)
       16    0.000    0.000    0.000    0.000 ticker.py:244(set_locs)
        4    0.000    0.000    0.000    0.000 transforms.py:2431(transform_path_non_affine)
       30    0.000    0.000    0.000    0.000 core.py:4003(<genexpr>)
       11    0.000    0.000    0.000    0.000 dataclasses.py:584(_is_classvar)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2071(add)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
        2    0.000    0.000    0.000    0.000 results.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        8    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:762(set_interpolation)
        4    0.000    0.000    0.000    0.000 axis.py:1352(get_major_locator)
       20    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:227(_ext_to_normal)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
        3    0.000    0.000    0.000    0.000 rcsetup.py:770(validate_hist_bins)
        4    0.000    0.000    0.000    0.000 util.py:221(<listcomp>)
       26    0.000    0.000    0.000    0.000 core.py:4002(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _base.py:3054(<listcomp>)
       20    0.000    0.000    0.000    0.000 axis.py:148(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
       24    0.000    0.000    0.000    0.000 function_base.py:1160(_diff_dispatcher)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 ticker.py:383(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:43(ToolBase)
       11    0.000    0.000    0.000    0.000 dataclasses.py:457(_init_param)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 backend_agg.py:316(buffer_rgba)
       32    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:570(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2341(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:3235(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3442(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1521(EventCollection)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 backend_agg.py:109(_update_methods)
       35    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
       26    0.000    0.000    0.000    0.000 core.py:4004(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 patches.py:2116(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 spines.py:536(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:2501(get_minpos)
        1    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
       30    0.000    0.000    0.000    0.000 ticker.py:265(_set_locator)
       25    0.000    0.000    0.000    0.000 dataclasses.py:378(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:127(_dispatch)
       32    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        3    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 transforms.py:1895(Affine2D)
        1    0.000    0.000    0.000    0.000 core.py:3827(Or)
        1    0.000    0.000    0.000    0.000 core.py:4414(AtLineStart)
        1    0.000    0.000    0.000    0.000 cycler.py:104(Cycler)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 gridspec.py:327(GridSpec)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 ticker.py:1933(MaxNLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:3203(EllipseSelector)
       18    0.000    0.000    0.000    0.000 text.py:256(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
       35    0.000    0.000    0.000    0.000 core.py:1825(recurse)
        1    0.000    0.000    0.000    0.000 font_manager.py:596(FontProperties)
       12    0.000    0.000    0.000    0.000 spines.py:197(get_path)
        2    0.000    0.000    0.000    0.000 figure.py:112(__contains__)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       30    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        7    0.000    0.000    0.000    0.000 Image.py:3131(register_mime)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
       12    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
        4    0.000    0.000    0.000    0.000 dataclasses.py:340(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        2    0.000    0.000    0.000    0.000 scale.py:577(get_scale_names)
        2    0.000    0.000    0.000    0.000 cm.py:135(__iter__)
        1    0.000    0.000    0.000    0.000 figure.py:2412(set_tight_layout)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _base.py:212(_process_plot_var_args)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:379(_delegate)
